time,trans
13069,0.000194589557890172
13070,0.000203466348221333
13071,0.000168543193933004
13072,0.000188406926027038
13073,0.00016284082785614
13074,0.000223510666174310
13075,0.000322766410910513
13076,0.000155367470347203
13077,0.00024003419404545
13078,0.000191915217679673
13079,0.000432402480642218
13080,0.000337297125144512
13081,0.000557649150231979
13082,0.00084189896090195
13083,0.00125821875202119
13084,0.00144598777950518
13085,0.00198655819115052
13086,0.00193155466750547
13087,0.00215016077830666
13088,0.00243624274260239
13089,0.0029047924305101
13090,0.00254602923644930
13091,0.00287895432230552
13092,0.00261976079084990
13093,0.00273197459610339
13094,0.00273416184012838
13095,0.00295185898343688
13096,0.00308216949267852
13097,0.00288961277881833
13098,0.00319051898957319
13099,0.00404975321216497
13100,0.00341069624506598
13101,0.00445088249625559
13102,0.00486419199421937
13103,0.00534380995969681
13104,0.00455821254615817
13105,0.00491336488707016
13106,0.00397601492434809
13107,0.00512766949761833
13108,0.00459479669601866
13109,0.00453055684988994
13110,0.00515893516183747
13111,0.00500725686087522
13112,0.00487076264173598
13113,0.00504309491019868
13114,0.00506262748943707
13115,0.00512582101825752
13116,0.00505960797471837
13117,0.00511376037590595
13118,0.00514912582920341
13119,0.00525847613872418
13120,0.00534527522467063
13121,0.00549245491882307
13122,0.00524514753340545
13123,0.0056580006674479
13124,0.0054790580553618
13125,0.00575642945484248
13126,0.00554595542617836
13127,0.00534681123144232
13128,0.00486053636394367
13129,0.00500722778599459
13130,0.0042365416790997
13131,0.00423586696729374
13132,0.00322881370880144
13133,0.00290990177608865
13134,0.00231187909277183
13135,0.00198248019524672
13136,0.00162661462162183
13137,0.00143367347965923
13138,0.00119121441835494
13139,0.00103275168010715
13140,0.000919364957897751
13141,0.000772645937020023
13142,0.000724094320852746
13143,0.000620913946125146
13144,0.000594678206694487
13145,0.000532656996065762
13146,0.000532057297208257
13147,0.000436776547879756
13148,0.000430597706416342
13149,0.000362719347817545
13150,0.000394326621538781
13151,0.000312305459678476
13152,0.000326226724626496
13153,0.000163307897073453
13154,0.000164151491716173
13155,0.000330562809219954
13156,0.000119472230011793
13157,0.000258993005880026
13158,8.6305706657962e-05
13159,0.000195796150033332
13160,0.000118051791225414
13161,0.000110504068956697
13162,0.000146781409647644
13163,0.000102269316559971
13164,0.000122655913624937
13165,9.75036039730722e-05
13166,0.000140128450954853
13167,8.24004874914236e-05
13168,0.000111300415551441
13169,0.000196407898089648
13170,8.12322298876262e-05
13171,0.000192263719338988
13172,8.44690642564578e-05
13173,0.000161695364652985
13174,0.000154675785402936
13175,0.000351544671709654
13176,0.000372671506708248
13177,0.000751674306128494
13178,0.000799114372168739
13179,0.00140120585174541
13180,0.00134094911317538
13181,0.00191788177912398
13182,0.00207010085938979
13183,0.00231192596095313
13184,0.00266596952766578
13185,0.00314133153240378
13186,0.00305574890773919
13187,0.00351263381300283
13188,0.00315289641926099
13189,0.00344934486527373
13190,0.00350371540395584
13191,0.00362450357668906
13192,0.00372969256934859
13193,0.0038846611073153
13194,0.00404120769701761
13195,0.00417881084049986
13196,0.00437792285205446
13197,0.004559180197348
13198,0.00461221419401995
13199,0.00479103254497505
13200,0.0048043592534769
13201,0.00500288564951802
13202,0.0050478433781281
13203,0.00521925301810786
13204,0.00514686156434321
13205,0.00522210618951163
13206,0.00518233890044272
13207,0.00519749756362608
13208,0.00513464079305549
13209,0.0051109049222858
13210,0.00500656327201673
13211,0.00497379354523341
13212,0.00498828581097595
13213,0.00499645122119562
13214,0.00489827904867032
13215,0.00499440613594806
13216,0.00482933995965826
13217,0.00510848063365661
13218,0.00479686753198153
13219,0.0050175362137251
13220,0.00494001220018599
13221,0.00536482456560781
13222,0.00510639646789603
13223,0.00508266892228335
13224,0.00441218341211608
13225,0.00396334373916584
13226,0.00364256569138912
13227,0.00350960389691491
13228,0.00291133192381573
13229,0.00272842213052183
13230,0.00211160184984552
13231,0.00173522436710190
13232,0.00146628117126509
13233,0.00120867446284102
13234,0.00103650090043708
13235,0.000835853447523817
13236,0.000720999214318366
13237,0.000844294072939885
13238,0.000485937721211516
13239,0.00063115149429668
13240,0.000325504671562269
13241,0.000460299824919344
13242,0.000264851342820007
13243,0.000229249897461496
13244,0.000153740588020024
13245,0.000136158612866956
13246,0.000110580232368549
13247,9.02006044590771e-05
13248,7.19808506272418e-05
13249,0.000185599620762837
13250,0.000167608240145455
13251,0.000143598815571089
13252,0.000139313743941036
13253,0.00031232418106418
13254,9.05882921133768e-05
13255,0.000229917443567981
13256,7.71677005235038e-05
13257,0.000112946284562367
13258,0.000118784124094672
13259,8.10614860951451e-05
13260,8.460640818537e-05
13261,5.47773159807418e-05
13262,8.6441729719325e-05
13263,4.4124554509941e-05
13264,7.28878060905214e-05
13265,0.000158660494831526
13266,3.94417292967424e-05
13267,0.000192722171873274
13268,4.051174691656e-05
13269,0.000120890869123430
13270,4.2151101146061e-05
13271,0.000177928221458584
13272,5.36302829239284e-05
13273,0.000143553514550495
13274,0.000140129978973148
13275,0.000217727278036882
13276,0.000133001479272137
13277,0.000283304861904467
13278,0.000142666843092297
13279,0.000214049154656748
13280,0.000255408204017537
13281,0.000386057808231970
13282,0.000458042035211278
13283,0.000656447596876583
13284,0.000701150882381408
13285,0.000964885022784099
13286,0.00122364963693866
13287,0.00163839793004204
13288,0.00130219282094735
13289,0.00173035923828814
13290,0.00198539758876409
13291,0.00247564425539498
13292,0.00226162692060172
13293,0.00256489605437992
13294,0.00305078129704182
13295,0.00350302143457645
13296,0.00391812920826459
13297,0.00429663218645854
13298,0.00467430031082622
13299,0.00498848353112098
13300,0.00496394856800713
13301,0.00506707999887801
13302,0.00499138753900261
13303,0.00503518343570309
13304,0.0052719944014111
13305,0.00523912451825241
13306,0.00506131708082676
13307,0.00491307391111692
13308,0.00498373431648513
13309,0.00536293443137502
13310,0.00446603080551526
13311,0.00456018746163079
13312,0.00474071976338294
13313,0.00521802492804454
13314,0.00506868814874717
13315,0.00539581891986779
13316,0.0050184284844837
13317,0.00503469108975226
13318,0.0048997441895739
13319,0.00479373658996505
13320,0.00423341708829852
13321,0.00402823685875544
13322,0.00347463341478679
13323,0.00326341267964057
13324,0.00277860241512555
13325,0.00278740559615536
13326,0.00239337147447223
13327,0.00226635141446989
13328,0.00187094742806370
13329,0.00179634262692702
13330,0.00143576135322364
13331,0.00133722294002381
13332,0.00106541167586640
13333,0.000987528752822358
13334,0.000837082269518816
13335,0.000764928552075852
13336,0.000664996310921961
13337,0.000560041720029652
13338,0.000520608618528151
13339,0.000454958340348749
13340,0.000442789368723902
13341,0.000363810686842466
13342,0.000386908751008373
13343,0.000310720650033661
13344,0.000318340964166916
13345,0.000227287564282737
13346,0.000219627590923354
13347,0.000360054189950377
13348,0.000169719313835615
13349,0.000279204586367332
13350,0.000165902061592474
13351,0.000185227749181927
13352,0.000155104945654297
13353,0.000133438540601203
13354,0.000153031758688817
13355,0.000260654503503057
13356,9.7834891112882e-05
13357,0.000224432261898906
13358,0.000101083459951956
13359,0.000154439320906799
13360,9.99655992568728e-05
13361,0.000115914206514896
13362,0.000111289879290258
13363,0.000205517458574313
13364,8.89058416146888e-05
13365,0.000141421838013821
13366,0.000104778721044368
13367,0.000207255868112804
13368,0.000240496655774119
13369,0.000411842965009109
13370,0.000508705833944445
13371,0.000802936653280653
13372,0.00094657875715720
13373,0.00140334162228954
13374,0.00133412562279921
13375,0.00154243019879802
13376,0.00184052654845001
13377,0.00231316116568805
13378,0.00263887706080909
13379,0.00297672893041216
13380,0.00243201668192398
13381,0.00264506481842890
13382,0.00266069638202184
13383,0.0028764270894341
13384,0.00319802544786803
13385,0.00400494127097381
13386,0.00445504209634603
13387,0.0046552737120545
13388,0.00419451723290489
13389,0.00482983680189742
13390,0.00486864255407819
13391,0.00478834440427361
13392,0.00472640702262207
13393,0.00482213223258086
13394,0.00503058957304285
13395,0.00510478694361537
13396,0.00629701579134206
13397,0.00635074197881116
13398,0.00490845966560687
13399,0.00515705046384755
13400,0.00525940028242901
13401,0.0057117121568055
13402,0.00530684153192864
13403,0.00556006526626534
13404,0.00548816080349545
13405,0.0063373149538365
13406,0.00514058887035562
13407,0.00579015798510385
13408,0.00522837555744875
13409,0.00563958112641921
13410,0.00564230054832413
13411,0.0062722453961471
13412,0.00624805478855553
13413,0.00634706900684377
13414,0.0065431574000807
13415,0.00635758089171386
13416,0.00566098428205825
13417,0.00579132548673669
13418,0.00518579472181966
13419,0.00478310258897504
13420,0.00428064099251279
13421,0.00411332636748762
13422,0.00301248004905203
13423,0.00291782360873625
13424,0.00223471669095548
13425,0.00213288861544783
13426,0.00183645660695170
13427,0.00165375701505509
13428,0.00124897989182315
13429,0.00104114583136251
13430,0.000968594195284704
13431,0.00116424226231639
13432,0.000790630720707985
13433,0.000843064862605816
13434,0.000614203023126122
13435,0.000683091006892647
13436,0.000530073037511382
13437,0.00060240732967241
13438,0.000537529127846864
13439,0.000877435021245668
13440,0.000516909963159589
13441,0.000537203312507453
13442,0.000370652811718129
13443,0.000451549085429796
13444,0.000291707300710102
13445,0.000381620744610784
13446,0.000319537359793238
13447,0.000321062116015296
13448,0.000320208527615113
13449,0.000447377556208889
13450,0.000235344871999611
13451,0.00031902678426665
13452,0.000209462232312729
13453,0.000294308286575698
13454,0.000220153267722298
13455,0.00049433453148603
13456,0.000231455270394843
13457,0.000319521113670035
13458,0.000208298527770237
13459,0.000283156852026985
13460,0.000267084446082799
13461,0.000184034506664746
13462,0.000160124917577378
13463,0.000310001926161901
13464,0.000205744739286711
13465,0.000386519774448630
13466,0.000388227227530508
13467,0.000872947894960237
13468,0.000653443967927802
13469,0.000950421896481537
13470,0.00122202702630396
13471,0.00157990660519112
13472,0.00197037802125535
13473,0.00278252658195958
13474,0.00279921392979805
13475,0.00323501331925381
13476,0.0030454334860859
13477,0.0035973306274599
13478,0.00341636638492210
13479,0.00367897947140929
13480,0.00398068734134318
13481,0.00534642379969128
13482,0.00472134405458222
13483,0.00480081876139003
13484,0.00441278051870003
13485,0.00498146678856074
13486,0.00446840511992981
13487,0.00538767018610807
13488,0.00516613259592934
13489,0.00629740429682607
13490,0.00511928918063619
13491,0.00497271821627189
13492,0.00626375110425846
13493,0.00572095238771106
13494,0.00539702318700279
13495,0.00501517060737445
13496,0.00508332450485937
13497,0.00550155583669773
13498,0.00599597400284486
13499,0.00472861077813436
13500,0.00507948300837562
13501,0.00548033828274351
13502,0.00510439365749625
13503,0.0053833883953653
13504,0.00532320036401831
13505,0.00572228494716883
13506,0.00578589474553263
13507,0.00640936360803835
13508,0.00604250153217588
13509,0.00591291423051498
13510,0.00544771544743498
13511,0.00545956236477257
13512,0.00464918572134542
13513,0.00452667452869197
13514,0.00382719563986412
13515,0.00370318607090423
13516,0.00314743614788020
13517,0.00297433690034071
13518,0.00236006846561146
13519,0.00198915893592378
13520,0.00172249743031871
13521,0.00155340340605455
13522,0.00120664464684537
13523,0.00122748213916585
13524,0.00084085852392261
13525,0.000805413953162088
13526,0.000715062797893785
13527,0.000729128327018774
13528,0.000556141238615294
13529,0.0007180539386123
13530,0.00046173815952752
13531,0.000499411594409138
13532,0.000437324272341525
13533,0.000472010172612021
13534,0.000374063685031354
13535,0.000515599704209523
13536,0.000339260395066619
13537,0.000312404243176112
13538,0.000291234553932869
13539,0.000354916441455451
13540,0.000235999373686095
13541,0.000427169427370335
13542,0.000316004105041549
13543,0.00026624286815869
13544,0.000198072504523634
13545,0.000342956452294843
13546,0.000276793477654684
13547,0.000274464429293435
13548,0.000257770730416453
13549,0.000263961946001975
13550,0.000248176538553257
13551,0.000284537433596021
13552,0.000190268809730767
13553,0.000170317592133917
13554,0.000213899557172452
13555,0.000190758570140074
13556,0.00019233167062689
13557,0.000202075303582963
13558,0.000217075127971299
13559,0.000212186412070154
13560,0.000348271665828055
13561,0.000491226432550998
13562,0.000745081298826878
13563,0.000870557331791175
13564,0.00112607930335658
13565,0.00195270860834625
13566,0.00199494074860789
13567,0.00231038330599162
13568,0.00255380231639532
13569,0.00314816443856076
13570,0.00336108151810505
13571,0.00383844563999081
13572,0.00319821486540043
13573,0.00395232585855373
13574,0.00358215797526821
13575,0.00389021866950375
13576,0.00371398136826118
13577,0.00380410819161485
13578,0.00377255201415449
13579,0.00391525500560319
13580,0.00414683800124241
13581,0.00446506782464759
13582,0.00450273648300436
13583,0.00490083710058115
13584,0.00477427107079923
13585,0.00651544039485365
13586,0.00547623163611585
13587,0.00597311413761313
13588,0.00526069218816765
13589,0.00568718446558958
13590,0.00502945207545771
13591,0.00489494848053533
13592,0.00431360348320918
13593,0.00428934042452707
13594,0.00439497452492748
13595,0.00466042563265577
13596,0.00490072016110322
13597,0.00547728970611137
13598,0.00532292797780996
13599,0.00549265646272102
13600,0.00526919277967388
13601,0.00569775556058173
13602,0.00542241632037397
13603,0.0060232835133734
13604,0.00569815122436038
13605,0.00562423127968588
13606,0.00482039363784723
13607,0.00488654655898382
13608,0.00409152380471055
13609,0.00410001632356167
13610,0.00358723824277268
13611,0.00340565057867144
13612,0.00269902863983637
13613,0.00260331692463575
13614,0.00185341531672212
13615,0.00168922717856331
13616,0.00138721832661674
13617,0.00133356587823792
13618,0.000966012225403365
13619,0.00116837767259240
13620,0.000662077207848751
13621,0.00074819195130803
13622,0.000558440331223012
13623,0.000602243952702383
13624,0.000453826650690321
13625,0.000396561081534195
13626,0.000463865373106111
13627,0.000405314641606360
13628,0.000336930996740686
13629,0.000419768194287541
13630,0.000293431493279828
13631,0.000261560612776963
13632,0.000256931714213884
13633,0.000273907617926612
13634,0.000299464380707669
13635,0.000355685431510082
13636,0.000260661183980886
13637,0.000215958873109202
13638,0.000231344204169184
13639,0.000356327134217068
13640,0.000207642107096379
13641,0.000200893377686035
13642,0.000191368831066824
13643,0.000257140862396472
13644,0.000185911201992972
13645,0.000321326421230406
13646,0.00017833981163708
13647,0.000161099904125867
13648,0.000144489570877150
13649,0.000201514951469725
13650,0.000129535675057782
13651,0.000320757749188532
13652,0.000113440849073273
13653,0.000157282979458749
13654,0.000135852718338070
13655,0.000207734317144648
13656,0.000187939909749911
13657,0.000319338377687632
13658,0.000377841174911374
13659,0.000469820167955037
13660,0.000600951395721336
13661,0.000814104533476944
13662,0.00105546454743875
13663,0.0016746395679206
13664,0.00177082814750532
13665,0.0025724123811127
13666,0.00255662638208261
13667,0.0028926220035746
13668,0.00228850308096101
13669,0.00275247187587208
13670,0.00267975558416129
13671,0.00289850432886068
13672,0.00285717063001964
13673,0.00304574357782230
13674,0.00304995250290858
13675,0.00323514862308566
13676,0.00346922300391013
13677,0.00398749074813873
13678,0.00400690728258507
13679,0.00406413558395615
13680,0.00395506169792753
13681,0.00408015720118311
13682,0.00439965727840442
13683,0.0047004348162233
13684,0.00414895134557532
13685,0.00460195977121596
13686,0.00422182922876012
13687,0.00438739941849836
13688,0.00425983705606025
13689,0.0043953572307887
13690,0.00445643717173933
13691,0.00454360682366017
13692,0.00461977434686224
13693,0.00489098124566317
13694,0.00479236903713209
13695,0.0052570766743136
13696,0.00480233965398727
13697,0.00514193754384202
13698,0.00532306415937964
13699,0.00609607877751114
13700,0.00597070968795882
13701,0.00588061032256142
13702,0.00566606869166043
13703,0.00562865425142081
13704,0.00468094486883429
13705,0.00536512657584044
13706,0.00412912611070336
13707,0.00402630510436158
13708,0.00359415569436423
13709,0.00375961404597051
13710,0.00254358773436199
13711,0.00258998429235512
13712,0.00213712644631642
13713,0.00192852044797604
13714,0.00133914612666401
13715,0.00119537987538981
13716,0.000991261389942162
13717,0.00098254995424749
13718,0.000858388692800307
13719,0.000743525382896405
13720,0.000631491369980152
13721,0.000668197613966303
13722,0.000484806177648167
13723,0.000533140225113063
13724,0.000492581892713394
13725,0.000558621893646095
13726,0.000433021959714052
13727,0.000577635793659405
13728,0.000283936456219712
13729,0.000413558264401964
13730,0.000307826365929145
13731,0.000414225230356581
13732,0.000289031202275834
13733,0.000247349737012978
13734,0.000331799308237853
13735,0.000350533800229661
13736,0.000309467923986332
13737,0.000311330683529036
13738,0.00030295665820689
13739,0.000377426159211231
13740,0.000234406262793325
13741,0.000347821778481917
13742,0.000307443320440495
13743,0.000313347563296013
13744,0.000253249436582082
13745,0.000432333034636983
13746,0.000245834399686447
13747,0.000306107602554411
13748,0.000171095451433364
13749,0.000222795182446253
13750,0.00018249645688919
13751,0.000303893609754469
13752,0.000296811844819214
13753,0.000335693770894302
13754,0.000390026823926935
13755,0.000536472372631021
13756,0.000587547137889762
13757,0.000752863925498849
13758,0.000862433028326255
13759,0.00100543762539443
13760,0.00139746707450879
13761,0.00158777671618574
13762,0.00186872164578054
13763,0.00234774895681649
13764,0.00200284276984655
13765,0.002537289012458
13766,0.00254648246915740
13767,0.00279028030594903
13768,0.00274933178959207
13769,0.00292185629839668
13770,0.00307394434073099
13771,0.00328841973836691
13772,0.00353064876077047
13773,0.00476874048855256
13774,0.00444965389257149
13775,0.00445994293881988
13776,0.00412584340963041
13777,0.0046705557358412
13778,0.00455960674276142
13779,0.00424942123928512
13780,0.00492265272862686
13781,0.00509496421611848
13782,0.00475203150693428
13783,0.00495750563215656
13784,0.00472801425092966
13785,0.00457204078194673
13786,0.00424816812699139
13787,0.0044476571323433
13788,0.00438466949606228
13789,0.00452134494404234
13790,0.00451861098125961
13791,0.00469702960453729
13792,0.00459948114110547
13793,0.00487393868419248
13794,0.00496129430275701
13795,0.0055244508874761
13796,0.00501613325326787
13797,0.00493053528396353
13798,0.00421566965976996
13799,0.00463075688090781
13800,0.0035558671232403
13801,0.00334174088546928
13802,0.00274535495765166
13803,0.00249136233960235
13804,0.00193565812266887
13805,0.00183540556469217
13806,0.00141436709751552
13807,0.00120950884843334
13808,0.00104920487357852
13809,0.000941138463439863
13810,0.00071664119847483
13811,0.000563738291114761
13812,0.000573607715639965
13813,0.000524716293811598
13814,0.000375116025042204
13815,0.000412209712705263
13816,0.00041105721248187
13817,0.000320251338027633
13818,0.000338467525312062
13819,0.000527781219908529
13820,0.000287414176669579
13821,0.000324251464946736
13822,0.000235853252481888
13823,0.000347632036093443
13824,0.000210919551797871
13825,0.000229995177868022
13826,0.000207749710049087
13827,0.000236620206415361
13828,0.000178515987180655
13829,0.000294625377125779
13830,0.000151405330291833
13831,0.000169786215397808
13832,0.000144982131850181
13833,0.000180087496080358
13834,0.000134815443686208
13835,0.000159928595337845
13836,0.000138206240934522
13837,0.000178336042900729
13838,0.000129975257044497
13839,0.000202628907992876
13840,9.26709212198187e-05
13841,0.000175871524809644
13842,0.000121146819647938
13843,0.000114866120699416
13844,8.04730192274202e-05
13845,0.000154945169602861
13846,0.000103339836164133
13847,0.000125449843554597
13848,0.000193983151304660
13849,0.000406975514688532
13850,0.000413943673265455
13851,0.000539167344400255
13852,0.000605331980696875
13853,0.000671200621963261
13854,0.00071604376178799
13855,0.00113408762597074
13856,0.00135956362652026
13857,0.00204462064410811
13858,0.00215854011041577
13859,0.00251766528380984
13860,0.00224434287399238
13861,0.00271551731531544
13862,0.00267175382804402
13863,0.00285842776224665
13864,0.00284401908968305
13865,0.00299347033788647
13866,0.00303354455794898
13867,0.00322220242833635
13868,0.00345863099942707
13869,0.00397128715758155
13870,0.00395831240072247
13871,0.00396383206833887
13872,0.00385976858047041
13873,0.00391508285558217
13874,0.00387045724708301
13875,0.00396199562702169
13876,0.00395442531896212
13877,0.0040106797919923
13878,0.00395567518160306
13879,0.00393274753274756
13880,0.00392706782910729
13881,0.00402335626563599
13882,0.00400636907871434
13883,0.00410167220210673
13884,0.00396105755716138
13885,0.00401764719865709
13886,0.00395799253002838
13887,0.00410982271415510
13888,0.0040870091749965
13889,0.00445376195673520
13890,0.00449606513543081
13891,0.00483910265159098
13892,0.00471006684812595
13893,0.00471161293736829
13894,0.00452255575014287
13895,0.00470340247993386
13896,0.00385758589968320
13897,0.0042277479402358
13898,0.00344040895724874
13899,0.00327286438868487
13900,0.00280139158957073
13901,0.00265002279239947
13902,0.00215715236334449
13903,0.00210689483056590
13904,0.00139635781097017
13905,0.00134546893706376
13906,0.00106870025787448
13907,0.00102141209877676
13908,0.000748325040763973
13909,0.000656038829561669
13910,0.000595445043968385
13911,0.000578495114903634
13912,0.000414217928499793
13913,0.000514200305071939
13914,0.000563490474815448
13915,0.000532744020354239
13916,0.000380081661593882
13917,0.000341468304064966
13918,0.000372557242754387
13919,0.000369795509258297
13920,0.000266251423062965
13921,0.000401250743210959
13922,0.000235361408302854
13923,0.000207018408765832
13924,0.000197861641641288
13925,0.000238437187593063
13926,0.000192494763896953
13927,0.000226042903920074
13928,0.000207606139895638
13929,0.000200796614518644
13930,0.000149673205846551
13931,0.00021311160329774
13932,0.000150666743784362
13933,0.000147677338954466
13934,0.00014388323232826
13935,0.000184969034504404
13936,0.000147051520154744
13937,0.000172813957669836
13938,0.000171394867442635
13939,0.000146261237388334
13940,0.000136607300471585
13941,0.000164726511724418
13942,0.000160061202236113
13943,0.000213660070368607
13944,0.000210817469484751
13945,0.000355964009621692
13946,0.000354953412560262
13947,0.000470924641139843
13948,0.00054792411394842
13949,0.000872788670548767
13950,0.00095244576221187
13951,0.00133442774773580
13952,0.00156219763812993
13953,0.00206168494848890
13954,0.00231533375050127
13955,0.00272860717856941
13956,0.00249260127636661
13957,0.00307045904458966
13958,0.00297913358478034
13959,0.00333093995216216
13960,0.00341011448288725
13961,0.00367577202117176
13962,0.00387294710995979
13963,0.0045292603080198
13964,0.00446611314149744
13965,0.00535353226170483
13966,0.00448738771474203
13967,0.00510144995786666
13968,0.00536741664878006
13969,0.00533853530293036
13970,0.00459615573044348
13971,0.00490711372926339
13972,0.00502853742853948
13973,0.0052636624875914
13974,0.00540380128511592
13975,0.00574713785295796
13976,0.00546304448671023
13977,0.00584260421874963
13978,0.00562985781498857
13979,0.00569438019294219
13980,0.00541308607489619
13981,0.00576847931548932
13982,0.00558593140406429
13983,0.00593011992914683
13984,0.00574907236781593
13985,0.00824799950392813
13986,0.00736803385433152
13987,0.00690544095455388
13988,0.00614231687683701
13989,0.00535554761626729
13990,0.00411059426247185
13991,0.00397476675872005
13992,0.00281667963456412
13993,0.00256003138822532
13994,0.00218418139573509
13995,0.00209952216283612
13996,0.00155284070758948
13997,0.00146650113970713
13998,0.00127573893171994
13999,0.00127882543849633
14000,0.000843272290776668
14001,0.00090471528071343
14002,0.000776894011866071
14003,0.000887431628247609
14004,0.000464846187780616
14005,0.000692667273373405
14006,0.000488885563673473
14007,0.00062656011288814
14008,0.00029187222189865
14009,0.000490213457502727
14010,0.000338472624238646
14011,0.000481495069795073
14012,0.000181903650448114
14013,0.000392839990029437
14014,0.000279367093530637
14015,0.000426653677167250
14016,0.000200884641770067
14017,0.000237025776415746
14018,0.000154666580717398
14019,0.00025680511253474
14020,0.000151646016507033
14021,0.000189742479659864
14022,0.000155155789866946
14023,0.000147579984445616
14024,9.53942208996798e-05
14025,0.000168683779655013
14026,8.12669157163178e-05
14027,0.000109121294996889
14028,9.03450393964845e-05
14029,0.000171155717537321
14030,7.9289361715936e-05
14031,0.000105426847712997
14032,9.05667685348059e-05
14033,0.000168945766756137
14034,0.000139962231344239
14035,0.00016608659422491
14036,5.90898990933468e-05
14037,9.7050970196811e-05
14038,9.8522888766624e-05
14039,0.000180793295016349
14040,5.67220728632934e-05
14041,0.000117942433783707
14042,0.000100864349299844
14043,0.000175062521504776
14044,0.000121612446378932
14045,0.000232075931053164
14046,0.000196790469942059
14047,0.000276410111354294
14048,0.000436235545100021
14049,0.00082012271893785
14050,0.000882328204773292
14051,0.00116116010221294
14052,0.00109966818473898
14053,0.00115909355270487
14054,0.00103057738160089
14055,0.00103200392104439
14056,0.000857133726281274
14057,0.000830105296585578
14058,0.000797961943783567
14059,0.000956145694538187
14060,0.000922806937796085
14061,0.00112333760870929
14062,0.00122206972722056
14063,0.00148631382269338
14064,0.00154214471237765
14065,0.00192875209195536
14066,0.00185953271244444
14067,0.00254832666693499
14068,0.00267699989731472
14069,0.00283178031643873
14070,0.00288543629345521
14071,0.00292219484203372
14072,0.00374813992265954
14073,0.0040667560407614
14074,0.00350167458561080
14075,0.00351871394404782
14076,0.00354127845617788
14077,0.00375265728790842
14078,0.00335838431785433
14079,0.00291510436658910
14080,0.00242887401041239
14081,0.00236209473434186
14082,0.00208975275608671
14083,0.00212634563693344
14084,0.00222464256057472
14085,0.00256009872473401
14086,0.00224981210472857
14087,0.00223621892073122
14088,0.00217393945538114
14089,0.00202709808171301
14090,0.00166962606929305
14091,0.00178823411534817
14092,0.00146575404174359
14093,0.00128806622814839
14094,0.00108789214644952
14095,0.000982569422771631
14096,0.000772505249596051
14097,0.000650221507692018
14098,0.000576712262840145
14099,0.000624103626489224
14100,0.000435950940707075
14101,0.000389323488696345
14102,0.000369194509584732
14103,0.000382748359599275
14104,0.000272110437103825
14105,0.00024546503959945
14106,0.000250431687109347
14107,0.000262203518414656
14108,0.000167658410468717
14109,0.000143723685088821
14110,0.000162914749835342
14111,0.000181508919088567
14112,0.000117367078993971
14113,0.000254447863777175
14114,0.00012870452518658
14115,0.000128243518392864
14116,0.000121171154295161
14117,0.000229035043695024
14118,0.000122399258757048
14119,0.000104615037023637
14120,0.000113332821272084
14121,0.000175578511511942
14122,7.3292721563985e-05
14123,0.000188923955040669
14124,4.29799573802666e-05
14125,0.000101644287346539
14126,4.3638354869389e-05
14127,8.98116314731726e-05
14128,3.94422365980246e-05
14129,6.06333792019362e-05
14130,4.7632932022102e-05
14131,0.000118145690974824
14132,7.52578122335292e-05
14133,0.000109442796325336
14134,4.31356247902182e-05
14135,2.91611008829274e-05
14136,9.29272815655101e-05
14137,0.000165893636162145
14138,9.87155588195649e-05
14139,0.00015401717164601
14140,0.000154823020401874
14141,0.000225683936715075
14142,0.000274014913808391
14143,0.000369760115916058
14144,0.000310617640500288
14145,0.000372383203424293
14146,0.000432994906487877
14147,0.000514281027070176
14148,0.000570667600182483
14149,0.000821283481191874
14150,0.000892207409824482
14151,0.00100568003537123
14152,0.00101893452909950
14153,0.00109270239760203
14154,0.00100856123412494
14155,0.00129401572512308
14156,0.00130386364485280
14157,0.00154188032930253
14158,0.00156391958632635
14159,0.00191867655864871
14160,0.00238593694316795
14161,0.00280514805113894
14162,0.00260473207515272
14163,0.00279733802402264
14164,0.00329907290144758
14165,0.00380860232916722
14166,0.00450060814758917
14167,0.00501612968131072
14168,0.00532287145034598
14169,0.00554913049875683
14170,0.00571693702401257
14171,0.00585824532183518
14172,0.00582481330315735
14173,0.00588825217915798
14174,0.00592400514020584
14175,0.0062407359201002
14176,0.00614990296162247
14177,0.0062501668094712
14178,0.00620611058624394
14179,0.00627463006936307
14180,0.00627186516376078
14181,0.00648207356706264
14182,0.00595511060875482
14183,0.0056370766742437
14184,0.00517983493604707
14185,0.00481761623634423
14186,0.00437865681469457
14187,0.00436045635170836
14188,0.00373928904812125
14189,0.00364369081807860
14190,0.00294892380003317
14191,0.00276355082633634
14192,0.00235466729513992
14193,0.00217279780877255
14194,0.00183365172112205
14195,0.00164296626204982
14196,0.00143836759772096
14197,0.00136999277428718
14198,0.00119610593915559
14199,0.00115777165483930
14200,0.00098454024946774
14201,0.00105956383383647
14202,0.000826194571357265
14203,0.000853244761033152
14204,0.000732266066403141
14205,0.000781305352532343
14206,0.000680331575473785
14207,0.0006091402281824
14208,0.000607688546020209
14209,0.000300327777733808
14210,0.000214575643748752
14211,0.000285571258754809
14212,0.000190493724645073
14213,0.000307792850911712
14214,0.000142676413668396
14215,0.000192158902424449
14216,0.000128939807936984
14217,0.000203634278716013
14218,0.000117407285360446
14219,0.000130690882823337
14220,0.000105626269898338
14221,0.00014909613925519
14222,0.000108701508610981
14223,0.000163890901325736
14224,9.94283038985751e-05
14225,0.000175600546514140
14226,0.000101795173564136
