time,defoliated,nondefoliated,oak
1,-9999,-9999,-9999
2,-9999,-9999,-9999
3,-9999,-9999,-9999
4,-9999,-9999,-9999
5,-9999,-9999,-9999
6,-9999,-9999,-9999
7,-9999,-9999,-9999
8,-9999,-9999,-9999
9,-9999,-9999,-9999
10,-9999,-9999,-9999
11,-9999,-9999,-9999
12,-9999,-9999,-9999
13,-9999,-9999,-9999
14,-9999,-9999,-9999
15,-9999,-9999,-9999
16,-9999,-9999,-9999
17,-9999,-9999,-9999
18,-9999,-9999,-9999
19,-9999,-9999,-9999
20,-9999,-9999,-9999
21,-9999,-9999,-9999
22,-9999,-9999,-9999
23,-9999,-9999,-9999
24,-9999,-9999,-9999
25,-9999,-9999,-9999
26,-9999,-9999,-9999
27,-9999,-9999,-9999
28,-9999,-9999,-9999
29,-9999,-9999,-9999
30,-9999,-9999,-9999
31,-9999,-9999,-9999
32,-9999,-9999,-9999
33,-9999,-9999,-9999
34,-9999,-9999,-9999
35,-9999,-9999,-9999
36,-9999,-9999,-9999
37,-9999,-9999,-9999
38,-9999,-9999,-9999
39,-9999,-9999,-9999
40,-9999,-9999,-9999
41,-9999,-9999,-9999
42,-9999,-9999,-9999
43,-9999,-9999,-9999
44,-9999,-9999,-9999
45,-9999,-9999,-9999
46,-9999,-9999,-9999
47,-9999,-9999,-9999
48,-9999,-9999,-9999
49,-9999,-9999,-9999
50,-9999,-9999,-9999
51,-9999,-9999,-9999
52,-9999,-9999,-9999
53,-9999,-9999,-9999
54,-9999,-9999,-9999
55,-9999,-9999,-9999
56,-9999,-9999,-9999
57,-9999,-9999,-9999
58,-9999,-9999,-9999
59,-9999,-9999,-9999
60,-9999,-9999,-9999
61,-9999,-9999,-9999
62,-9999,-9999,-9999
63,-9999,-9999,-9999
64,-9999,-9999,-9999
65,-9999,-9999,-9999
66,-9999,-9999,-9999
67,-9999,-9999,-9999
68,-9999,-9999,-9999
69,-9999,-9999,-9999
70,-9999,-9999,-9999
71,-9999,-9999,-9999
72,-9999,-9999,-9999
73,-9999,-9999,-9999
74,-9999,-9999,-9999
75,-9999,-9999,-9999
76,-9999,-9999,-9999
77,-9999,-9999,-9999
78,-9999,-9999,-9999
79,-9999,-9999,-9999
80,-9999,-9999,-9999
81,-9999,-9999,-9999
82,-9999,-9999,-9999
83,-9999,-9999,-9999
84,-9999,-9999,-9999
85,-9999,-9999,-9999
86,-9999,-9999,-9999
87,-9999,-9999,-9999
88,-9999,-9999,-9999
89,-9999,-9999,-9999
90,-9999,-9999,-9999
91,-9999,-9999,-9999
92,-9999,-9999,-9999
93,-9999,-9999,-9999
94,-9999,-9999,-9999
95,-9999,-9999,-9999
96,-9999,-9999,-9999
97,-9999,-9999,-9999
98,-9999,-9999,-9999
99,-9999,-9999,-9999
100,-9999,-9999,-9999
101,-9999,-9999,-9999
102,-9999,-9999,-9999
103,-9999,-9999,-9999
104,-9999,-9999,-9999
105,-9999,-9999,-9999
106,-9999,-9999,-9999
107,-9999,-9999,-9999
108,-9999,-9999,-9999
109,-9999,-9999,-9999
110,-9999,-9999,-9999
111,-9999,-9999,-9999
112,-9999,-9999,-9999
113,-9999,-9999,-9999
114,-9999,-9999,-9999
115,-9999,-9999,-9999
116,-9999,-9999,-9999
117,-9999,-9999,-9999
118,-9999,-9999,-9999
119,-9999,-9999,-9999
120,-9999,-9999,-9999
121,-9999,-9999,-9999
122,-9999,-9999,-9999
123,-9999,-9999,-9999
124,-9999,-9999,-9999
125,-9999,-9999,-9999
126,-9999,-9999,-9999
127,-9999,-9999,-9999
128,-9999,-9999,-9999
129,-9999,-9999,-9999
130,-9999,-9999,-9999
131,-9999,-9999,-9999
132,-9999,-9999,-9999
133,-9999,-9999,-9999
134,-9999,-9999,-9999
135,-9999,-9999,-9999
136,-9999,-9999,-9999
137,-9999,-9999,-9999
138,-9999,-9999,-9999
139,-9999,-9999,-9999
140,-9999,-9999,-9999
141,-9999,-9999,-9999
142,-9999,-9999,-9999
143,-9999,-9999,-9999
144,-9999,-9999,-9999
145,-9999,-9999,-9999
146,-9999,-9999,-9999
147,-9999,-9999,-9999
148,-9999,-9999,-9999
149,-9999,-9999,-9999
150,-9999,-9999,-9999
151,-9999,-9999,-9999
152,-9999,-9999,-9999
153,-9999,-9999,-9999
154,-9999,-9999,-9999
155,-9999,-9999,-9999
156,-9999,-9999,-9999
157,-9999,-9999,-9999
158,-9999,-9999,-9999
159,-9999,-9999,-9999
160,-9999,-9999,-9999
161,-9999,-9999,-9999
162,-9999,-9999,-9999
163,-9999,-9999,-9999
